"codigo","classe","descricao","kcal","proteina_g","carboidratos_g","gorduras_g","fibras_g","sodio_mg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1085A","Cereais e derivados","Sanduíche, pão forma integral, c/ manteiga, c/ sal,","390","7.68","30.9","25.3","3.78","519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0382E","Pescados e Frutos do mar","Caldeirada de peixe e frutos do mar, s/ sal, (peixe, água salgada, cação, camarão, lula, polvo, mexilhão, tomate, pimentão, coentro, suco de limão, c/ pimenta-do-reino e pimenta vermelha, c/ caldo de peixe, c/ óleo, cebola e alho, s/ sal),","75","12.1","2.29","1.85","0.45","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0481N","Alimentos para fins especiais","Papa de carne bovina moída (patinho), macarrão e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal,","126","15.1","4.75","5.01","0.93","24.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0045B","Vegetais e derivados","Brócolis, flor, cozido, drenado, s/ óleo, s/ sal, Brassica oleracea var. italica,","27","2.71","1.16","0.54","3.28","2.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0634N","Alimentos para fins especiais","Papa de feijão carioca, batata doce, abóbora cabotian (japonesa) e cenoura, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal,","59","2.75","7.56","1","4.58","2.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0009R","Alimentos industrializados","Chantily, em pó, Ducoco,","492","3.99","73.4","20.2","0.32","126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0388A","Cereais e derivados","Sanduíche, pão forma integral, c/ queijo minas, alface americana, cenoura crua, tomate, c/ maionese,","145","7.43","13.5","6.3","2.16","155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0269C","Frutas e derivados","Mirtilo, desidratado, Vaccinium myrtillus L.,","333","2.5","71.5","2.5","7.5","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0375N","Alimentos para fins especiais","Papa de macarrão, batata e couve, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal,","72","2.22","9.85","2.31","1.41","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0105G","Leite e derivados","Vitamina, leite de vaca integral c/ banana, mamão e maçã, c/ aveia, flocos, s/ açúcar,","83","2.67","12.5","2.15","1.29","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0701N","Alimentos para fins especiais","Macarrão, trigo, intantâneo, cozido, drenado, light (com redução de lipídeos) (preparado conforme a embalagem),","145","3.17","22.3","4.35","2.02","546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0039E","Pescados e Frutos do mar","Peixe, água salgada, atum, sólido, conserva em óleo, Coqueiro,","147","26.2","1.37","4.1","0","337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0545N","Alimentos para fins especiais","Papa de carne bovina (músculo), feijão preto, batata, abóbora (jerimum) e cenoura, c/ caldo de carne, c/ cebola e óleo de soja, s/ sal,","98","10.6","3.39","4.23","2.13","20.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0763B","Vegetais e derivados","Escondidinho de frango, s/ sal, (mandioca (aipim, macaxeira), peito de frango, tomate, salsa e queijo parmesão, c/ óleo, cebola e alho, s/ sal),","163","9.29","15.2","6.93","1.16","48.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0579B","Vegetais e derivados","Salada, alface crespa, c/ azeite de oliva, c/ sal,","137","1.15","0","14.4","1.4","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0036N","Alimentos para fins especiais","Queijo, minas, frescal, light,","161","18.7","0.41","9.4","0","22.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0246T","Leguminosas e derivados","Quibe vegetariano com lentilha, assado, s/ sal, (trigo para quibe, proteína de soja texturizada (hidratados com caldo de legumes), aveia em flocos, lentilha, alho, cebola, hortelã, pimenta do reino, s/ sal),","166","15.3","20","1.48","5.56","165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1040B","Vegetais e derivados","Fécula de batata, crua,","340","6.9","77.3","0.34","5.9","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0488B","Vegetais e derivados","Pimentão, vermelho, refogado (c/ óleo, cebola e alho), c/ sal, Capsicum annuum L.,","59","2.07","7.75","1.48","3.07","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0256A","Cereais e derivados","Sanduíche, americano (pão forma tradicional), c/ presunto, queijo muçarela, alface, tomate, ovo frito, c/ maionese,","212","11.8","13.4","12.2","0.88","563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0060F","Carnes e derivados","Carne, boi, contra-filé, c/ gordura, crua (média de várias amostras), Bos taurus,","196","19.9","0.02","12.9","0","41.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0100T","Leguminosas e derivados","Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal, Vigna unguiculata (L.) Walp.,","74","4.99","5.71","1.82","7.23","189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0163H","Bebidas","Bebida, café - infusão 10%, c/ substituto do leite -  bebida vegetal à base de amênoia (meio a meio), c/ açúcar,","35","0.52","7.21","0.49","0.09","35.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0247T","Leguminosas e derivados","Massa, pizza, grão de bico, vegana, assada, caseira, c/ sal, (grão de bico, aveia em flocos, alho em pó, água, cúrcuma, fermento biológico, azeite de oliva, c/ sal),","234","8.8","25","9.51","6.41","263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0504E","Pescados e frutos do mar","Peixe, água doce, Arraia (Raia), filé, frito (c/ óleo de soja), c/ sal, Paratrygon eiereba e Potamotrygon motoro,","131","19.9","0.38","5.57","0","219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0585F","Carnes e derivados","Caldeirada de cabrito, s/ sal, (carne de cabrito, tomate, pimentão, alecrim, vinho branco, c/ caldo de vegetais, c/ óleo, cebola e alho, c/ pimenta-do-eino e pimenta vermelha, s/ sal),","95","14","1.82","2.9","0.77","68.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0868A","Cereais e derivados","Sushi, c/ pepino, manga e salmão grelhado, (arroz para sushi (c/ vinagre de arroz, açúcar e sal), alga nori, pepino, manga e salmão grelhado),","135","8.05","17.3","2.71","4.7","244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0033N","Alimentos para fins especiais","Pão, trigo, forma, diet/light,","242","11.5","45.6","0.53","4.21","536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0277B","Vegetais e derivados","Jiló, c/ casca, cozido, drenado, s/ óleo,  s/ sal, Solanum gilo,","27","1.68","1.64","0.26","5.79","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0423F","Carnes e derivados","Carne, boi, músculo, s/ gordura, cozida, c/ cenoura e ervilha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,","138","17.6","3.29","5.67","1.54","340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0295A","Cereais e derivados","Sanduíche, pão francês, c/ salame, c/ manteiga,","383","14.2","33.6","21","1.45","1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0280B","Vegetais e derivados","Jiló, c/ casca, cozido, drenado, c/ óleo de soja, c/ sal, Solanum gilo,","48","1.64","1.59","2.64","5.64","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0620N","Alimentos para fins especiais","Papa de carne bovina moída (patinho), arroz branco e brócolis, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal,","124","13.2","6.38","4.88","1.05","58.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0325N","Alimentos para fins especiais","Papa de feijão carioca, batata, abóbora (jerimum) e cenoura, c/ caldo de frango, c/ cebola e óleo de soja, s/ sal,","72","2.95","6.42","2.98","4.06","2.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0084B","Vegetais e derivados","Cebolinha, verde, cozida, s/ óleo, s/ sal, Allium fistulosum L.,","10","0.89","0.92","0.15","0.68","1.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0029G","Leite e derivados","Leite, cabra, desnatado, fluído,","63","3.12","4.55","3.6","0","69.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0817B","Vegetais e derivados","Sopa/creme, cenoura, c/ sal, (cenoura, c/ caldo de vegetais, c/ molho branco (farinha de trigo, manteiga e leite), c/ óleo e cebola, c/ sal),","48","1.2","3.97","2.84","1.11","204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0108F","Carnes e derivados","Carne, frango, coxa, c/ pele, assada, s/ óleo, s/sal, Gallus gallus,","207","28.5","0.06","10.4","0","94.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1074B","Vegetais e derivados","Alho, em pó, Allium sativum L.,","346","16.6","63.7","0.73","9","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0264E","Pescados e Frutos do mar","Paella valenciana, c/ sal, (arroz polido, frango, frutos do mar - camarão, lula, polvo, mexilhão, tomate, pimentão, ervilha, açafrão, c/ óleo, cebola e alho, c/ pimenta do reino, c/ sal),","118","10.8","12.3","2.6","1.01","315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0007M","Fast food","Sanduíche, Cheeseburguer, McDonald´s,","267","13","26.7","11.8","1.1","626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0344E","Pescados e Frutos do mar","Crustáceo, camarão, s/ casca, refogado, s/ sal, Penaeus brasiliensis,","93","17.1","0.61","2.42","0.14","324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0713F","Carnes e derivados","Carne, frango, caipira, inteiro, cozida, s/ óleo, c/ sal (média de amostras c/ e s/ pele), Gallus gallus,","206","26.7","0","11.1","0","234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0059G","Leite e derivados","Queijo, muçarela (média de diferentes amostras),","320","23.8","1.97","24.1","0","506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0086F","Carnes e derivados","Carne, búfalo, crua (média de diferentes cortes), Bubalis bubalis Murrah,","104","21.3","0","2.07","0","54.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0106T","Leguminosas e derivados","Grão de bico, cozido, dreando, s/ óleo, c/ sal, Cicer arietinum L.,","114","7.48","13.2","1.84","7.42","196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0475F","Carnes e derivados","Carne, frango, empanado, tipo nuggets, congelado, assado (s/ óleo),","303","18.5","27.3","12.8","2.34","961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0600N","Alimentos para fins especiais","Papa de peixe (pescada branca) e batata, c/ caldo de peixe, c/ cebola e óleo de soja, s/ sal,","90","8.55","4.04","4.29","0.62","32.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0606F","Carnes e derivados","Carne, boi, miolo de alcatra, grelhada/assada, s/ óleo, c/ sal, Bos taurus,","231","31.8","0","11.6","0","231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0724A","Cereais e derivados","Arroz com frango e pequi, c/ arroz integral, c/ sal, (arroz integral, frango, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal),","181","11.9","9.37","10.2","2.52","208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0179N","Alimentos para fins especiais","Papa de carne bovina moída (patinho), fubá e couve, c/ caldo de frango, c/ cebola e azeite de oliva, s/ sal,","91","2.07","14.2","2.53","1.52","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0599F","Carnes e derivados","Carne, boi, filé mignon, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal, Bos taurus,","274","26.2","7.46","15.4","0.48","286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0031T","Leguminosas e derivados","Grão-de-bico, conserva, dreando, Cicer arietinum L.,Jurema,","115","6.2","16","1.7","5.5","1.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0377E","Pescados e Frutos do mar","Camarão com requeijão, c/ sal, (camarão, tomate, salsa, suco de limão, requeijão, queijo parmesão, c/ pimenta-do-reino, c/ óleo, cebola e alho, c/ sal),","153","13.2","2","10.1","0.42","604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0739A","Cereais e derivados","Harumaki (rolinho primavera), frutos do mar, frito, c/ sal, (massa com farinha trigo, recheado - camarão, lula e polvo, requeijão, c/ cebola e alho, frito (c/ óleo de soja), c/ sal),","311","12.6","16.3","21.6","0.52","836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0054N","Alimentos para fins especiais","Milho, pipoca, p/ micro-ondas, light, cru,","356","8.7","51.3","9.3","16","487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0337B","Vegetais e derivados","Cenoura, s/ casca, sauté (c/ margarina e salsa), c/ sal, Daucus carota L.,","62","1.2","4.86","3.56","3.06","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1044A","Cereais e derivados","Macarrão cremoso, c/ sal, (macarrão de trigo, queijo muçarela, queijo parmesão, presunto, creme de leite, requeijão, c/ sal),","177","7.11","16.8","8.82","0.6","329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1041A","Cereais e derivados","Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,","141","5.43","18.4","4.84","1.15","155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0654F","Carnes e derivados","Carne, boi, acém, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal, Bos taurus,","263","23.8","7.46","15.2","0.48","286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0956F","Carnes e derivados","Carne, frango, sobrecoxa, s/ pele, assada, s/ óleo, c/ sal,","224","29","0","12","0","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0265C","Frutas e derivados","Banana madura, rodelas, desidratada, Musa sp.,","366","4.25","82","0.63","7.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0136G","Leite e derivados","Queijo, gouda,","356","24.9","2.22","27.4","0","819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0441B","Vegetais e derivados","Salada, bacalhau com batata, s/ óleo, s/ sal, (bacalhau dessalgado cozido, batata cozida, pimentão verde e vermelho, alho, salsa, s/ óleo, s/ sal),","91","10.9","5.16","2.79","1.13","619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0092H","Bebidas","Bebida, café descafeinado - infusão 10% - intenso, c/ leite (meio a meio),  ""média"", c/ açúcar,","61","1.57","3.26","1.78","0.43","32.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0320E","Pescados e Frutos do mar","Roupa velha de peixe, c/ sal, (bacalhau dessalgado, tomate, pimentão, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal,","125","19.5","2.23","4.13","0.38","1204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C1023A","Cereais e derivados","Cereal matinal, milho, c/ acholatado, em pó,","374","6.23","81.5","1.54","4.67","477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0261E","Pescados e Frutos do mar","Caruru (camarão com quiabo), (quiabo, camarão fresco, castanha de caju, amendoim, tomate, pimentão, gengibre, azeite de dendê, c/ óleo, cebola e alho, c/ sal,","109","3.57","3.58","8.47","2.14","287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0377B","Vegetais e derivados","Salada, vegetais crus, c/ óleo de soja, c/ sal, (alface, tomate, cebola, c/ óleo de soja, c/ sal),","61","1.13","2.41","4.89","1.68","135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0222K","Açúcares e doces","Algodão, doce,","402","0","99.7","0.32","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0532F","Carnes e derivados","Carne, frango, caipira, inteiro, c/ pele, cozida, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal,","235","22.4","0.77","15.7","0.23","232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0250E","Pescados e Frutos do mar","Crustáceo, siri, azul, cozido, s/ óleo, s/ sal,","78","17.9","0","0.74","0","395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0822B","Vegetais e derivados","Efó, c/ sal, (língua de vaca, camarão, castanha de caju, amendoim, leite de coco, gengibre, salsa, azeite de dendê, c/ óleo, cebola e alho, c/ sal),","284","7.82","4.41","25.8","1.75","297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0146C","Frutas e derivados","Suco natural, melão, c/ açúcar,","32","0.32","7.3","0.08","0.63","5.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0724B","Vegetais e derivados","Legumes gratinados, c/ molho branco, c/ queijo parmesão, c/ sal, (vagem, chuchu, abobrinha, brócolis, cenoura, couve-flor, c/ molho branco (farinha de trigo, manteiga e leite), queijo parmesão, c/ sal),","116","5.51","6.29","7.21","1.6","301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0520B","Vegetais e derivados","Salada, couve crua, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal,","57","2.71","1.47","3.84","2.9","61.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0038T","Leguminosas e derivados","Salsicha, soja, crua, Glycine max L.,","186","16.9","13.8","6.9","0.64","21.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0570F","Carnes e derivados","Frango ao molho pardo (frango de cabidela), (frango inteiro, ensopado, c/ tomate, pimentão, sangue de frango, cheiro verde, c/ vinagre de maçã, c/ óleo, cebola e alho, c/ sal),","149","20.3","1.13","6.99","0.34","260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0404A","Cereais e derivados","Trigo para quibe, cru, Triticum spp.,","336","12.3","62.4","1.33","12.5","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0077B","Vegetais e derivados","Nabo, c/ casca, cru, Brassica rapa,","18","0.91","2.59","0.06","1.88","2.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0238B","Vegetais e derivados","Taioba, folha, cozida, drenada, s/ óleo, c/ sal, Xanthosoma sagittifolium Schott,","41","3.24","1.78","1.19","5.04","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0185B","Vegetais e derivados","Salada, repolho, branco, cru, c/ molho vinagrete (tomate, cebola, salsinha, vinagre e óleo), s/ sal, Brassica oleracea L. var. capitata,","44","1.05","3.15","2.64","1.65","3.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0418E","Pescados e Frutos do mar","Peixe, água salgada, abadejo, filé, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Genypterus blacodes,","67","13","0.36","1.4","0.51","156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0229A","Cereais e derivados","Macarrão, trigo, integral, cozido, drenado, s/ sal,","123","4.9","22.9","0.56","3.51","1.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0362A","Cereais e derivados","Sanduíche, pão forma integral, c/ peito de peru defumado, queijo prato, c/ margarina,","271","15.3","18.7","14.5","2.2","658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0334A","Cereais e derivados","Sanduíche, pão francês, c/ peito de peru defumado e queijo minas,","236","14.1","28.5","7.07","1.19","580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0497N","Alimentos para fins especiais","Papa de carne bovina moída (patinho), cará e brócolis, c/ caldo de frango, c/ cebola e óleo de soja, c/ sal,","115","13.7","3.87","4.72","1.26","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0506A","Cereais e derivados","Arroz à grega, c/ arroz integral, c/ sal, (arroz integral, c/ cenoura, vagem, pimentão verde, uva passa, c/ óleo, cebola e alho, c/ sal),","118","2.2","20.3","2.63","2.27","1.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0198F","Carnes e derivados","Peru, congelado, cru,","89","18","0.03","1.83","0","710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0136T","Leguminosas e derivados","Arrumadinho de charque (carne seca, carne de sol, jaba), (feijão fradinho, charque (carne seca, carne de sol, jaba) dessalgado, farinha de mandioca, c/ molho vinagrete (tomate, cebola, salsinha e vinagre), c/ óleo, cebola e alho, c/ sal),","207","13.8","18.9","7.57","4.02","615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0336F","Carnes e derivados","Carne, boi, contra-filé de costela, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal,","282","25.6","3.45","18.4","0.05","84.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0208A","Cereais e derivados","Arroz, polido, cozido, c/ óleo, cebola e alho, s/ sal,","139","2.41","28","1.59","1.28","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0053J","Ovos e derivados","Ovo, galinha, mexido, c/ margarina, s/ sal,","167","12","2.26","12.3","0","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0477N","Alimentos para fins especiais","Papa de carne bovina moída (patinho) e abóbora cabotian (japonesa), c/ caldo de frango, c/ cebola, s/ óleo, s/ sal,","103","14.6","3.66","3.09","1.05","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0076B","Vegetais e derivados","Mostarda, folha, crua, Brassica juncea (L.),","26","2.12","2.24","0.5","2.18","3.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0404F","Carnes e derivados","Carne, boi, maminha, grelhada, c/ óleo, cebola e alho, s/ sal,","234","29.3","0.57","12.4","0.12","55.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0042T","Leguminosas e derivados","Soja, extrato, bebida (média de diferentes sabores), Glycine max L.,","56","1.76","9.54","1.16","0.12","56.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0034G","Leite e derivados","Leite, vaca, c/ chocolate, Toddynho,","85","2","13.9","2.4","0","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0441E","Pescados e Frutos do mar","Peixe, água salgada, filé/posta, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), s/ sal (média de várias espécies),","283","23.3","14.7","14.4","0.96","162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0193K","Produtos açucarados","Sorvete, na casquinha, industrializado (média de diferentes sabores),","222","3.35","26.3","11.3","0.95","76.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0190K","Produtos açucarados","Brigadeiro, c/ chocolate ao leite, caseiro, (leite condensado, chocolate, c/ manteiga),","388","5.9","57.7","14.7","0.29","103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0844F","Carnes e derivados","Paçoca de pinhão, c/ sal, (pinhão, carne bovina e suína, bacon, linguiça calabresa, cheiro verde, pimenta do reino, c/ óleo, cebola e alho, c/ sal),","247","12.5","17.9","12.7","5.64","319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0690N","Alimentos para fins especiais","Papa de feijão preto, abobrinha e beterraba, c/ caldo de carne, c/ cebola, s/ óleo, c/ sal,","34","2.19","3.83","0.25","3.82","8530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0027K","Produtos açucarados","Marmelada,","278","0.4","66.7","0.14","4.07","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0544B","Vegetais e derivados","Salada, pimentão verde, amarelo e vermelho crus, s/ óleo, s/ sal,","24","1.05","3.49","0.24","1.66","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0555N","Alimentos para fins especiais","Papa de carne bovina (músculo), feijão carioca, batata, abóbora (jerimum) e cenoura, c/ caldo de carne, c/ cebola, s/ óleo, s/ sal,","84","10.7","3.88","2.43","1.87","20.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0593N","Alimentos para fins especiais","Papa de peixe (pescada branca), abóbora (jerimum), batata doce e couve, c/ caldo de peixe, c/ cebola e óleo de soja, c/ sal,","93","7.07","6.55","3.94","1.52","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0019C","Frutas e derivados","Laranja, Lima, in natura, Citrus sinensis (L.) Osbeck,","43","0.95","8.37","0.25","1.98","1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C0339F","Carnes e derivados","Carne, boi, contra-filé de costela, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal,","283","24.8","2.31","19.4","0.03","123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
